_type	layouts	name
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/437aa740678b3bbe03105ff6b84aa178/240x180n.jpg","name":"6A户型：","layout":"6室2厅0卫","area":"约409.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f10fe9f64943fa1059abf9dd4c6a35fb/240x180n.jpg","name":"8A户型：","layout":"5室2厅5卫","area":"约334.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4c4291cb8bac5ae6372c199896ef57d0/240x180n.jpg","name":"3B户型：","layout":"4室2厅4卫","area":"约255.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e0eaada35366dba5603ec680766c3193/240x180n.jpg","name":"2D户型：","layout":"5室2厅5卫","area":"约359.00平米"}]	中凯城市之光
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/d7d1b6643d2b135b07a8ec513740348b/240x180n.jpg","name":"320平米户：","layout":"商住","area":"约320.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/144d1c4ae05ff9d94df535d4968c62d2/240x180n.jpg","name":"140平米户：","layout":"商住","area":"约140.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1d1fb92fb589d07c66a1f6f44e1b1fe6/240x180n.jpg","name":"89平米户型：","layout":"商住","area":"约89.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9bfdd05f286ed7f8a151d4d6808ebe2d/240x180n.jpg","name":"75平米户型：","layout":"商住","area":"约75.00平米"}]	黄浦933
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/c13cd68cdb716f25e9eb893bdb541219/240x180n.jpg","name":"C户型：","layout":"2室2厅2卫","area":"约166.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e881cd7267d132d73861bdf293a7a26c/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约215.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9e7e1847135660a4870e5497dc1c52e0/240x180n.jpg","name":"A户型：","layout":"4室2厅4卫","area":"约265.00平米"}]	华丽家族汇景天地
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/554f412d3a393d736ab211d3606ce6a4/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约160.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c6eefe4255429417666a1f15aead10b3/240x180n.jpg","name":"B户型：","layout":"4室2厅2卫","area":"约175.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/cc1ee6c3012a5ad21012716165166677/240x180n.jpg","name":"A户型：","layout":"3室2厅3卫","area":"约170.00平米"}]	公馆77
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/0ae18155cf25c7923e41d9bffe4b9d14/240x180n.jpg","name":"A2户型：","layout":"4室2厅3卫","area":"约183.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e43cf2bcf0f8d10cb2b1a85cb9bd37eb/240x180n.jpg","name":"A1户型：","layout":"3室2厅2卫","area":"约145.00平米"}]	长峰馨园
anjuke	[]	汇京国际广场
anjuke	[]	尚光徐汇中心
anjuke	[]	御华庭
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/540083c077117d7927a105f09f11afa6/240x180n.jpg","name":"y：","layout":"商住","area":"约71.86平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7271785d015ae9279602f07bcd7967fe/240x180n.jpg","name":"K：","layout":"商住","area":"约33.61平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7271785d015ae9279602f07bcd7967fe/240x180n.jpg","name":"J：","layout":"商住","area":"约39.46平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d43e104b9502d7e5d23a9cf33156c2f3/240x180n.jpg","name":"I：","layout":"商住","area":"约96.58平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/cff01e16881f0ff5879989487e83b7f8/240x180n.jpg","name":"H户型：","layout":"商住","area":"约96.58平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1a61689c72d76a225e46f566bea2e466/240x180n.jpg","name":"G：","layout":"商住","area":"约76.04平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3b2df5c2ca48cca123ffc8ca260c12a4/240x180n.jpg","name":"F：","layout":"商住","area":"约76.77平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a880bebb02d1f291f5a730cb82902660/240x180n.jpg","name":"E：","layout":"商住","area":"约44.33平米"}]	哥伦国际
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/84e1f9edae135c45a8d62d4651f2f66b/240x180n.jpg","name":"A户型：","layout":"2室2厅2卫","area":"约128.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c691981538c150af69049c7299a839e2/240x180n.jpg","name":"F户型：","layout":"1室1厅1卫","area":"约74.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8499d643355a488263890c5522c8439c/240x180n.jpg","name":"E户型：","layout":"2室1厅1卫","area":"约88.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/b639379cc2dbf0b823fe046971e62e00/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约139.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ebd8553b757cfc3d35795635a25ac492/240x180n.jpg","name":"B户型：","layout":"2室2厅1卫","area":"约89.00平米"}]	天山星城
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/0461311d4c26e5d13b3426e7b81e5b96/240x180n.jpg","name":"A2户型：","layout":"3室2厅2卫","area":"约107.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f5b8d99422a695d53fca44a446057d56/240x180n.jpg","name":"A1户型：","layout":"3室2厅2卫","area":"约124.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9df70d2b153da026d127eeea383ca4f4/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约140.00平米"}]	长宁馥邦苑
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/ffa25faa62d9f8049c1d60822f0a451d/240x180n.jpg","name":"A户型：","layout":"3室2厅2卫","area":"约121.75平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9d8f8ca992663e6cb34f0310da9bceb0/240x180n.jpg","name":"B户型：","layout":"2室1厅1卫","area":"约86.34平米"}]	明园小安桥
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/406e913f9db358c8dc62f90808088adb/240x180n.jpg","name":"A户型：","layout":"2室1厅2卫","area":"约80.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f466cc03acb7f670cda76b7372990f15/240x180n.jpg","name":"B户型：","layout":"2室1厅2卫","area":"约90.00平米"}]	半岛托斯卡纳
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/ad98372e19cc14e343dd088426786189/240x180n.jpg","name":"A户型：","layout":"1室2厅1卫","area":"约60.00平米"}]	虹桥中园
anjuke	[]	崇明县陈家镇CMSA0008单元05-01地块
anjuke	[]	育麟商务广场
anjuke	[]	万德企业中心
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/20cc149a0371afc56f416f9cc868278e/240x180n.jpg","name":"D3户型：","layout":"3室2厅2卫","area":"约138.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/45cfe19a4945382381e83515d4b95e89/240x180n.jpg","name":"D2户型：","layout":"2室2厅1卫","area":"约92.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/bb4bee2960d5c16c2b879d04718d3fcd/240x180n.jpg","name":"D1户型：","layout":"3室2厅2卫","area":"约135.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9bb176479e5e52c82b76248048831c5d/240x180n.jpg","name":"B3户型：","layout":"3室2厅1卫","area":"约130.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/7eb63205e7f30ed6ecc8334fd8ffc0d6/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约88.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a77689e2a38cab2ff6d621b192b76497/240x180n.jpg","name":"B2户型：","layout":"2室2厅2卫","area":"约114.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ae9f6324d24371e21866254c4091b655/240x180n.jpg","name":"C2户型：","layout":"1室2厅1卫","area":"约64.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0db1e02e905fbb41c77867aa88563fce/240x180n.jpg","name":"C1户型：","layout":"2室2厅1卫","area":"约89.00平米"}]	印象春城
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/da118e92285efd48efd798aa3a790089/240x180n.jpg","name":"2B户型：","layout":"2室2厅2卫","area":"约114.71平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a9cdfd89e2e817c7ca8be67a475bd4ae/240x180n.jpg","name":"3A户型：","layout":"3室2厅2卫","area":"约138.76平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/b6d3b9b01251c4deb3b19a3f8cbbf6c6/240x180n.jpg","name":"3B户型：","layout":"3室2厅2卫","area":"约139.01平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a99afb674abf561f63bc7fdb852a16d4/240x180n.jpg","name":"3D户型：","layout":"3室2厅2卫","area":"约158.24平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/ff49e0e47deefc69a7c89d01144b4390/240x180n.jpg","name":"3C户型：","layout":"3室2厅2卫","area":"约158.43平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e5883a2224de46729f6bfe26eb30d777/240x180n.jpg","name":"4A户型：","layout":"4室2厅2卫","area":"约183.39平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a257844d4d9e3efb898092d44d1de404/240x180n.jpg","name":"4B户型：","layout":"4室2厅3卫","area":"约200.03平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9810c2a9c9cf813682930bbcf07f6776/240x180n.jpg","name":"2A户型：","layout":"2室2厅2卫","area":"约88.83平米"}]	马陆清水湾
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/e9bd13d3fdc260cb4100832188d9a546/240x180n.jpg","name":"A户型：","layout":"别墅","area":"约639.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c38ed5f1701687937a15bcde06962f07/240x180n.jpg","name":"B户型：","layout":"别墅","area":"约433.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/5ce0f69a52221c6554f6913608272ce8/240x180n.jpg","name":"C户型：","layout":"别墅","area":"约410.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/77a342661f9b5df581882c12a6731d16/240x180n.jpg","name":"D户型：","layout":"别墅","area":"约412.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/80e8e2f6355b5be9239d093a42f996c1/240x180n.jpg","name":"E户型：","layout":"别墅","area":"约486.00平米"}]	佘山东紫园
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/95dd379b849e156cf383e1a8b8e6f1b3/240x180n.jpg","name":"c：","layout":"4室3厅3卫","area":"约260.00平米"}]	东方庭院
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/ff33b02a00ca0811dc1015a9576da9b8/240x180n.jpg","name":"01户型：","layout":"2室1厅1卫","area":"约132.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ab0be90294d7cc72a41eca55a67fc638/240x180n.jpg","name":"A-D户型：","layout":"1室0厅1卫","area":"约50.31平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/61b6435c5848a30e695e234ddb58af2e/240x180n.jpg","name":"B户型：","layout":"1室0厅1卫","area":"约73.73平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/13cedf1a42f4f3bbd1a09f364bceb41b/240x180n.jpg","name":"A-B户型：","layout":"1室0厅1卫","area":"约46.91平米"}]	紫金公馆
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/8a46a0abbe030b58eeb852aad32d1876/240x180n.jpg","name":"A3：","layout":"2室2厅1卫","area":"约103.17平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9038cada9f011d3441201bb37a65b7cc/240x180n.jpg","name":"A：","layout":"3室2厅2卫","area":"约140.08平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8144eb7c53218ea77d6f3e54b4559647/240x180n.jpg","name":"A1：","layout":"4室2厅2卫","area":"约160.39平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9b380e1952d8b806531d6600b42b1c64/240x180n.jpg","name":"A2：","layout":"2室2厅1卫","area":"约91.93平米"}]	曹路家苑
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/599e370756f8636859c2106640ceda6f/240x180n.jpg","name":"C户型：","layout":"6室4厅5卫","area":"约190.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2947f1b7f54a84d14e8f63fc0214fe8f/240x180n.jpg","name":"B户型：","layout":"5室4厅5卫","area":"约190.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8f4e7a365bd95727927832671ad604fd/240x180n.jpg","name":"A1户型：","layout":"5室4厅5卫","area":"约190.00平米"}]	文翔名苑
anjuke	[]	中信和平家园
anjuke	[]	瑞虹新城三期
anjuke	[]	万豪公寓
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/f28fea5b158e47b9ee060b3fecf1e0d8/240x180n.jpg","name":"G2户型：","layout":"1室2厅1卫","area":"约88.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/792dc19be8900a2c575b090fd1356118/240x180n.jpg","name":"H4户型：","layout":"3室2厅2卫","area":"约130.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/175bdd1aa43df9f0bca051b00cb093e0/240x180n.jpg","name":"H2户型：","layout":"2室2厅1卫","area":"约86.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6a13402c93212ce26f969d2831424cbb/240x180n.jpg","name":"H1户型：","layout":"2室2厅1卫","area":"约87.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ed7be071201d374c8b3b6e092f705e87/240x180n.jpg","name":"E4户型：","layout":"3室2厅2卫","area":"约132.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/54bc3b42b0a7d542727dc4602c28ddbc/240x180n.jpg","name":"E3户型：","layout":"3室2厅2卫","area":"约137.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d41ae5fc360e445592e616be002913e5/240x180n.jpg","name":"F1户型：","layout":"2室2厅1卫","area":"约89.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/fe317de87f18f7860409b5ed510b2315/240x180n.jpg","name":"J1户型：","layout":"2室2厅1卫","area":"约89.00平米"}]	同润菲诗艾伦
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/767f2a4cbf6bfe0cc178de08b5027c1d/240x180n.jpg","name":"B1’户型：","layout":"3室2厅2卫","area":"约130.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ef9c4be6c0c323b88b2bcf5e6fe39a1f/240x180n.jpg","name":"B2‘户型：","layout":"1室2厅1卫","area":"约78.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/73d10905281d2fd52acdd6ca9c439cf4/240x180n.jpg","name":"D3户型：","layout":"3室2厅2卫","area":"约124.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/613485090a312c9085e29a87b35cb9eb/240x180n.jpg","name":"D2户型：","layout":"1室2厅1卫","area":"约78.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8d1da9834907e6d3356d532413c780e5/240x180n.jpg","name":"D1户型：","layout":"3室2厅2卫","area":"约127.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/ddda7de58bd90f0ff9eb1f45975f5dc2/240x180n.jpg","name":"A2户型：","layout":"2室2厅1卫","area":"约91.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/874ef85a1c9cb6ba30b54b112998e881/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约114.00平米"}]	嘉宝紫提湾
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/882dbc39ef4e11668c02cfa612045d1d/240x180n.jpg","name":"B：","layout":"别墅","area":"约2050.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6e8c952f26283bdad64aa6df38cade01/240x180n.jpg","name":"A户型：","layout":"别墅","area":"约1350.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2c5c6849bb0ed8eaa29a5ebb28cea79d/240x180n.jpg","name":"E户型：","layout":"4室8厅7卫","area":"约1300.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6d7df309ef3eaafa09de558c18cd0197/240x180n.jpg","name":"D-3户型：","layout":"9室5厅7卫","area":"约800.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4137d4250e8ec6abd1689d3ab65a6d39/240x180n.jpg","name":"D-2户型：","layout":"8室5厅9卫","area":"约800.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8525dbfcd441b3e3b71268dbd70250fe/240x180n.jpg","name":"D-1户型：","layout":"8室6厅9卫","area":"约800.00平米"}]	华洲君庭
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/ee02aca681e7ac459d3de75392f3a2f8/240x180n.jpg","name":"J1户型：","layout":"别墅","area":"约253.18平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/c2c0b2e64df237f15830e880aff3b1e6/240x180n.jpg","name":"H1户型：","layout":"别墅","area":"约312.30平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/9a774c221bd55a5d29a34461fcc37457/240x180n.jpg","name":"D户型：","layout":"别墅","area":"约281.36平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/be75bf41b56788fed8156543cfa0f116/240x180n.jpg","name":"G户型：","layout":"别墅","area":"约328.04平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f0f14b2c8bb179313540fd79aa094ae7/240x180n.jpg","name":"B户型：","layout":"别墅","area":"约331.43平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/41fa6548122ad661f20fba1ddb752e98/240x180n.jpg","name":"A户型：","layout":"别墅","area":"约371.08平米"}]	晶苑四季御庭(四期)
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/b4df909f8d72da1edf81c666237a8fe6/240x180n.jpg","name":"C1户型：","layout":"3室2厅2卫","area":"约120.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/ddf754fbbca60b89ff6e0d69a947d044/240x180n.jpg","name":"A1户型：","layout":"3室2厅2卫","area":"约110.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/b0b800cf923d0c7a2c1c11cc82562bff/240x180n.jpg","name":"B1户型：","layout":"3室2厅1卫","area":"约87.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/dd8433951fc53c0b529eac1421abd16f/240x180n.jpg","name":"E1户型：","layout":"4室2厅2卫","area":"约140.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d48618cf9004e5b63493f39dd27d0d53/240x180n.jpg","name":"D1户型：","layout":"3室2厅2卫","area":"约120.00平米"}]	世茂•云图
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/5beeb3acb79aebb13960a9a603c10fcc/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约103.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6e316018a736b2dad0e5abb875eda5a1/240x180n.jpg","name":"C2户型：","layout":"4室2厅3卫","area":"约193.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/98c9fd888effa188839d3ce24e91e249/240x180n.jpg","name":"C1户型：","layout":"4室2厅3卫","area":"约188.00平米"}]	艺泰一品花园
anjuke	[]	松江区佘山北57A-02A号地块
anjuke	[]	松江区佘山北54A-05A号地块
anjuke	[]	绿地林肯公园
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/fd9e86c37f160bbf3442ba0ec3e7444d/240x180n.jpg","name":"H-B户型：","layout":"别墅","area":"约271.47平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/01849e258be38aa6fbe0959e34e9eada/240x180n.jpg","name":"H-A户型：","layout":"别墅","area":"约274.36平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/60c63a50d2f8b9ee4cd6b32e08394ae8/240x180n.jpg","name":"F-A户型：","layout":"别墅","area":"约252.89平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/4524a21306e87abe1e6d82b3276d7a7e/240x180n.jpg","name":"E-2户型：","layout":"3室2厅3卫","area":"约209.14平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ab1793b478915557a0eece53140b03f7/240x180n.jpg","name":"H户型：","layout":"2室2厅1卫","area":"约85.98平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/0013799f74564cc2dffb6e69a0751dd8/240x180n.jpg","name":"C2-6户型：","layout":"2室2厅1卫","area":"约85.98平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/699a14155884844a9b4a7275a0af4042/240x180n.jpg","name":"C2-5户型：","layout":"2室2厅1卫","area":"约85.98平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f7415f54cbda16f9a3cdd7b44a65886c/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约91.02平米"}]	金领国际
anjuke	[{"url":"http://d.pic1.ajkimg.com/display/xinfang/cd3f1d12399d5f5e4dfc84410f0216ac/240x180n.jpg","name":"别墅：","layout":"别墅","area":"约153.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d4d272c84800edbcbb9bece4e599b30a/240x180n.jpg","name":"91平米2+1：","layout":"2室2厅1卫","area":"约91.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6dec770892ec0cdd965809055da90796/240x180n.jpg","name":"89平米户型：","layout":"2室2厅1卫","area":"约89.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/f9e88815aaded6b5ed2937d41381448f/240x180n.jpg","name":"99平米户型：","layout":"2室2厅1卫","area":"约99.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/46f2fe702e38c77296e0ac3211bd0203/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约110.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/39adf6964a05f27ece156800adeb16a4/240x180n.jpg","name":"C户型：","layout":"3室2厅2卫","area":"约130.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/ae89b240e664696bc5b11c8cafdb27e1/240x180n.jpg","name":"A户型：","layout":"2室2厅1卫","area":"约89.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/fdc85b328829c0900fdca61132d38887/240x180n.jpg","name":"A4户型：","layout":"3室2厅1卫","area":"约89.00平米"}]	香逸湾
anjuke	[{"url":"http://a.pic1.ajkimg.com/display/xinfang/405aa0be76d5a8bbb02d6e398cd3b346/240x180n.jpg","name":"C3‘户型：","layout":"2室2厅1卫","area":"约137.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/1a6c85c0744e4099ce154c183c165c9d/240x180n.jpg","name":"C6户型：","layout":"2室2厅2卫","area":"约115.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/d96dc3b812f72d8f017c93a2e8dcddd9/240x180n.jpg","name":"C1户型：","layout":"2室2厅1卫","area":"约115.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/6765fcb5e60cb83e4ad5ea96183972e8/240x180n.jpg","name":"A2户型：","layout":"4室2厅2卫","area":"约169.00平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8a3ea7bdd759f37bec597a8176a1fb08/240x180n.jpg","name":"C3户型：","layout":"2室2厅1卫","area":"约138.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/aa8161c045272b7be82089cde16942fc/240x180n.jpg","name":"C2户型：","layout":"2室2厅1卫","area":"约89.00平米"},{"url":"http://d.pic1.ajkimg.com/display/xinfang/3b22ef4dadcf0f6f8d6aeffc5fe665b7/240x180n.jpg","name":"A1户型：","layout":"4室2厅2卫","area":"约171.00平米"}]	保利梧桐语
anjuke	[{"url":"http://b.pic1.ajkimg.com/display/xinfang/ed71239df1ca3b53df10ceddf5cf009c/240x180n.jpg","name":"B户型：","layout":"3室2厅2卫","area":"约118.00平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/5f0470df0442584998d9bc5f19c575f2/240x180n.jpg","name":"A2户型：","layout":"2室2厅1卫","area":"约91.00平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/b0ccce05ffef173c8786fc465a435422/240x180n.jpg","name":"A1户型：","layout":"2室2厅1卫","area":"约90.00平米"}]	恒龙尚品
anjuke	[]	万科白马花园
anjuke	[]	万科燕南园
anjuke	[]	和憬家园
anjuke	[]	长达佳苑
anjuke	[]	瑞苑公寓
anjuke	[{"url":"http://c.pic1.ajkimg.com/display/xinfang/fdf41f8228c210472097d65c4f3363e8/240x180n.jpg","name":"6#90㎡户型：","layout":"2室2厅1卫","area":"约89.65平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/e27310f0e8908bc68c045567a3aae42a/240x180n.jpg","name":"11/12#129：","layout":"3室2厅2卫","area":"约129.68平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/aacae552b644c8105a9ec166b0747a01/240x180n.jpg","name":"2/3#118㎡：","layout":"2室2厅2卫","area":"约118.59平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/236d11effcc100dfba5ae1a4412b80a9/240x180n.jpg","name":"2/3#89㎡户：","layout":"2室2厅1卫","area":"约89.03平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/54d8cf159028be5c8e17def5ec9f3d7c/240x180n.jpg","name":"11/12#户型：","layout":"3室2厅2卫","area":"约131.40平米"},{"url":"http://b.pic1.ajkimg.com/display/xinfang/a7574d2cc7d9fa412772f7e76734e524/240x180n.jpg","name":"8/13#户型：","layout":"5室2厅3卫","area":"约168.10平米"},{"url":"http://c.pic1.ajkimg.com/display/xinfang/2ff5be7c7c0c51bcae138cea1e2ccfb2/240x180n.jpg","name":"2/3#117㎡：","layout":"2室2厅2卫","area":"约117.37平米"},{"url":"http://a.pic1.ajkimg.com/display/xinfang/8709152e0b600655a47a506cd542d17b/240x180n.jpg","name":"4#户型：","layout":"2室2厅1卫","area":"约92.07平米"}]	绿地东上海
